1,group1,group2,meandiff,p-adj,lower,upper,reject,Cohen's d,Mean,SD,SE
1,0,4,0.1411,0.5399,-0.1735,0.4557,FALSE,Very Small (0.17),0.3,0.7434,0.0652
1,2,4,0.0784,0.7257,-0.174,0.3307,FALSE,Very Small (0.09),0.3784,0.9635,0.0914
1,c_Image_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,0.0581,0.8283,-0.1899,0.3062,FALSE,Very Small (0.1),0.2034,0.6097,0.0794
1,0,4,0.139,0.406,-0.1157,0.3936,FALSE,Very Small (0.19),0.2615,0.5645,0.0495
1,2,4,0.0808,0.611,-0.1234,0.285,FALSE,Very Small (0.12),0.3423,0.8034,0.0763
1,c_Plot_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,-0.019,0.9,-0.2981,0.2601,FALSE,Very Small (-0.03),0.3729,0.6923,0.0901
1,0,4,0.1496,0.438,-0.1368,0.4361,FALSE,Very Small (0.19),0.3538,0.6572,0.0576
1,2,4,0.1687,0.1962,-0.0611,0.3985,FALSE,Small (0.22),0.5225,0.8826,0.0838
1,c_Genre_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,-0.1177,0.6073,-0.4133,0.1778,FALSE,Very Small (-0.14),0.5254,0.8378,0.1091
1,0,4,-0.2191,0.2064,-0.5224,0.0842,FALSE,Small (-0.29),0.4077,0.8866,0.0778
1,2,4,-0.1014,0.5826,-0.3447,0.1419,FALSE,Very Small (-0.13),0.3063,0.6577,0.0624
1,c_Stars_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,0.1196,0.5728,-0.1624,0.4015,FALSE,Very Small (0.15),0.2881,0.744,0.0969
1,0,4,0.0092,0.9,-0.2802,0.2986,FALSE,Very Small (0.01),0.4077,0.8599,0.0754
1,2,4,-0.1104,0.5033,-0.3425,0.1217,FALSE,Very Small (-0.15),0.2973,0.6409,0.0608
1,c_Director_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,0.1992,0.4468,-0.1869,0.5853,FALSE,Small (0.21),0.5085,0.796,0.1036
1,0,4,0.1131,0.7594,-0.2831,0.5094,FALSE,Very Small (0.12),0.7077,1.1098,0.0973
1,2,4,-0.0861,0.7793,-0.4039,0.2318,FALSE,Very Small (-0.08),0.6216,1.0792,0.1024
1,c_Date_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,0.0828,0.6952,-0.1657,0.3313,FALSE,Very Small (0.15),0.1864,0.4345,0.0566
1,0,4,0.1199,0.5108,-0.1352,0.3749,FALSE,Very Small (0.19),0.2692,0.6323,0.0555
1,2,4,0.0371,0.9,-0.1675,0.2416,FALSE,Very Small (0.05),0.3063,0.8067,0.0766
1,c_Tag_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,-0.1879,0.5946,-0.6485,0.2728,FALSE,Very Small (-0.14),1.1186,1.3402,0.1745
1,0,4,-0.2988,0.2983,-0.7716,0.174,FALSE,Small (-0.24),0.9308,1.271,0.1115
1,2,4,-0.1109,0.75,-0.4902,0.2683,FALSE,Very Small (-0.09),0.8198,1.1615,0.1102
1,c_SVD_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,-0.0966,0.833,-0.515,0.3217,FALSE,Very Small (-0.08),0.7966,1.3618,0.1773
1,0,4,-0.148,0.6798,-0.5774,0.2814,FALSE,Very Small (-0.12),0.7,1.0392,0.0911
1,2,4,-0.0514,0.9,-0.3958,0.2931,FALSE,Very Small (-0.05),0.6486,1.1008,0.1045
1,c_Baseline_Picked,-,-,-,-,-,-,-,-,-,-
1,0,2,0.0059,0.9,-0.2055,0.2172,FALSE,Very Small (0.01),0.1864,0.4725,0.0615
1,0,4,0.0838,0.6235,-0.1331,0.3008,FALSE,Very Small (0.15),0.1923,0.5582,0.049
1,2,4,0.078,0.5404,-0.096,0.252,FALSE,Very Small (0.13),0.2703,0.6317,0.06
