group1,group2,meandiff,p-adj,lower,upper,reject,Cohen's d,Mean,SD,SE
1,2,-0.12,0.5384,-0.3869,0.1469,False,Very Small (-0.16),0.47,0.6106,0.0611
1,3,-0.11,0.5889,-0.3769,0.1569,False,Very Small (-0.15),0.35,0.8919,0.0892
2,3,0.01,0.9,-0.2569,0.2769,False,Very Small (0.01),0.36,0.8706,0.0871
c_Stars_Picked,-,-,-,-,-,-,-,-,-,-
1,2,0.26,0.0413,0.0081,0.5119,True,Small (0.33),0.24,0.474,0.0474
1,3,0.05,0.8767,-0.2019,0.3019,False,Very Small (0.09),0.5,1.02,0.102
2,3,-0.21,0.1233,-0.4619,0.0419,False,Small (-0.24),0.29,0.6711,0.0671
c_Director_Picked,-,-,-,-,-,-,-,-,-,-
1,2,0.01,0.9,-0.3375,0.3575,False,Very Small (0.01),0.57,0.7,0.07
1,3,0.19,0.4046,-0.1575,0.5375,False,Very Small (0.19),0.58,1.0841,0.1084
2,3,0.18,0.444,-0.1675,0.5275,False,Very Small (0.15),0.76,1.2643,0.1264
c_Date_Picked,-,-,-,-,-,-,-,-,-,-
1,2,0.03,0.9,-0.1941,0.2541,False,Very Small (0.04),0.27,0.4683,0.0468
1,3,-0.04,0.9,-0.2641,0.1841,False,Very Small (-0.08),0.3,0.9045,0.0905
2,3,-0.07,0.7233,-0.2941,0.1541,False,Very Small (-0.09),0.23,0.566,0.0566
c_Tag_Picked,-,-,-,-,-,-,-,-,-,-
1,2,-0.26,0.3036,-0.6745,0.1545,False,Small (-0.22),1.01,1.0298,0.103
1,3,0.01,0.9,-0.4045,0.4245,False,None (0.01),0.75,1.2978,0.1298
2,3,0.27,0.2767,-0.1445,0.6845,False,Small (0.2),1.02,1.3779,0.1378
c_SVD_Picked,-,-,-,-,-,-,-,-,-,-
1,2,0.21,0.3887,-0.1659,0.5859,False,Very Small (0.19),0.63,0.8487,0.0849
1,3,0.0,0.9,-0.3759,0.3759,False,None (0.0),0.84,1.3388,0.1339
2,3,-0.21,0.3887,-0.5859,0.1659,False,Very Small (-0.17),0.63,1.1429,0.1143
c_Baseline_Picked,-,-,-,-,-,-,-,-,-,-
1,2,0.03,0.9,-0.1607,0.2207,False,Very Small (0.05),0.22,0.4837,0.0484
1,3,-0.03,0.9,-0.2207,0.1607,False,Very Small (-0.06),0.25,0.6416,0.0642
2,3,-0.06,0.7202,-0.2507,0.1307,False,Very Small (-0.1),0.19,0.5808,0.0581
